seed_id,target,program_structure,concrete_opcode_or_interaction,instruction_family,input,native_verify_accept,executed_steps,register_writebacks,static_writeback_sites,main_symbol_range,opcode_census,guest_source,guest_elf
op_or,sp1,Single operation,OR,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_rem,sp1,Single operation,REM,M-extension,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_remu,sp1,Single operation,REMU,M-extension,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_remuw,sp1,Single operation,REMUW,M-extension,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_remw,sp1,Single operation,REMW,M-extension,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_sll,sp1,Single operation,SLL,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_sllw,sp1,Single operation,SLLW,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_slt,sp1,Single operation,SLT,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_sltu,sp1,Single operation,SLTU,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_sra,sp1,Single operation,SRA,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_sraw,sp1,Single operation,SRAW,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_srl,sp1,Single operation,SRL,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_srlw,sp1,Single operation,SRLW,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_sub,sp1,Single operation,SUB,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_subw,sp1,Single operation,SUBW,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
op_xor,sp1,Single operation,XOR,base-ALU,"a=0x5A5, b=13 (RV64)",true,14,14,14,NA (whole program is the seed),NA,<upstream>/sp1/crates/prover/src/lacuna_eval.rs::build_op_program:93 / build_op_mem_program:132,NA (built in-process)
add,zisk,Single operation,ADD,base-ALU,"a=0x0123456789ABCDEF, b=0x1122334455667788",true,9818,1,1,NA (whole program is the seed),NA,"<upstream>/zisk/examples/lacuna-seed/src/main.rs (real compiled guest, cargo-zisk build --release)",NA (built in-process)
and,zisk,Single operation,AND,base-ALU,"a=0x0123456789ABCDEF, b=0x1122334455667788",true,9818,1,1,NA (whole program is the seed),NA,"<upstream>/zisk/examples/lacuna-seed/src/main.rs (real compiled guest, cargo-zisk build --release)",NA (built in-process)
divu,zisk,Single operation,DIVU,M-extension,"a=0x0123456789ABCDEF, b=0x1122334455667788",true,9818,1,1,NA (whole program is the seed),NA,"<upstream>/zisk/examples/lacuna-seed/src/main.rs (real compiled guest, cargo-zisk build --release)",NA (built in-process)
mul,zisk,Single operation,MUL,M-extension,"a=0x0123456789ABCDEF, b=0x1122334455667788",true,9818,1,1,NA (whole program is the seed),NA,"<upstream>/zisk/examples/lacuna-seed/src/main.rs (real compiled guest, cargo-zisk build --release)",NA (built in-process)
mulhu,zisk,Single operation,MULHU,M-extension,"a=0x0123456789ABCDEF, b=0x1122334455667788",true,9818,1,1,NA (whole program is the seed),NA,"<upstream>/zisk/examples/lacuna-seed/src/main.rs (real compiled guest, cargo-zisk build --release)",NA (built in-process)
sll,zisk,Single operation,SLL,base-ALU,"a=0x0123456789ABCDEF, b=0x1122334455667788",true,9818,1,1,NA (whole program is the seed),NA,"<upstream>/zisk/examples/lacuna-seed/src/main.rs (real compiled guest, cargo-zisk build --release)",NA (built in-process)
op_div,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
op_divu,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
op_mul,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
op_mulh,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
op_mulhsu,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
op_mulhu,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
op_rem,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
op_remu,nexus,Single operation,NA,base-ALU,see driver,false,NA,NA,NA,NA,NA,<upstream>/nexus/prover2/machine/src/lacuna_eval.rs::build_op_elf (programmatic ElfFile; no guest toolchain),NA (built in-process)
